,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
1697,1736,7500,47,Gen X,Undergraduate,2,Single,79146.0,2014-04-24,33.0,245.0,16.0,223.0,21.0,43.0,16.0,564.0,2.0,8.0,1.0,17.0,8.0,6.0
1698,1737,5796,51,Gen X,Undergraduate,0,Married,77437.0,2013-11-26,70.0,560.0,21.0,442.0,29.0,44.0,29.0,1125.0,1.0,4.0,5.0,22.0,13.0,1.0
1699,1738,10556,55,Gen X,Undergraduate,1,Married,54984.0,2014-05-24,51.0,173.0,13.0,131.0,32.0,3.0,6.0,358.0,4.0,6.0,1.0,13.0,6.0,7.0
1700,1739,1064,43,Gen X,Postgraduate,1,Married,42403.0,2013-11-12,18.0,22.0,1.0,11.0,0.0,5.0,3.0,42.0,1.0,1.0,0.0,4.0,3.0,8.0
1701,1740,48,50,Gen X,Undergraduate,1,Married,55761.0,2014-04-24,97.0,136.0,1.0,12.0,0.0,3.0,32.0,184.0,2.0,4.0,1.0,8.0,3.0,6.0
1702,1741,7610,31,Millenials,Undergraduate,1,Married,37292.0,2013-04-18,32.0,275.0,0.0,86.0,10.0,23.0,66.0,460.0,5.0,6.0,3.0,14.0,5.0,8.0
1703,1742,263,69,Boomers,Postgraduate,0,Single,45576.0,2014-05-28,9.0,56.0,19.0,29.0,2.0,14.0,25.0,145.0,1.0,3.0,1.0,7.0,3.0,8.0
1704,1743,10814,67,Boomers,Undergraduate,0,Married,70321.0,2013-01-16,6.0,303.0,23.0,751.0,82.0,26.0,191.0,1376.0,1.0,6.0,5.0,24.0,13.0,4.0
1705,1744,9710,45,Gen X,Postgraduate,1,Divorced,58086.0,2013-01-20,80.0,708.0,7.0,62.0,0.0,0.0,15.0,792.0,2.0,11.0,3.0,21.0,7.0,8.0
1706,1745,9292,62,Boomers,Undergraduate,0,Married,81795.0,2012-10-26,74.0,324.0,132.0,693.0,27.0,118.0,88.0,1382.0,1.0,4.0,11.0,22.0,7.0,2.0
1707,1746,10250,67,Boomers,Undergraduate,0,Married,28389.0,2012-11-20,49.0,1.0,5.0,3.0,7.0,4.0,8.0,28.0,1.0,1.0,0.0,3.0,2.0,7.0
1708,1747,7881,68,Boomers,Postgraduate,0,Married,66835.0,2013-09-28,21.0,620.0,26.0,195.0,34.0,17.0,141.0,1033.0,1.0,6.0,4.0,23.0,13.0,2.0
1709,1748,5847,45,Gen X,Undergraduate,1,Divorced,69901.0,2013-05-29,95.0,312.0,21.0,206.0,102.0,92.0,149.0,882.0,3.0,7.0,3.0,20.0,10.0,5.0
1710,1749,737,65,Boomers,Postgraduate,0,Married,80360.0,2013-03-03,56.0,1493.0,86.0,454.0,112.0,43.0,43.0,2231.0,2.0,4.0,4.0,13.0,5.0,2.0
1711,1750,3571,53,Gen X,Postgraduate,1,Married,63342.0,2012-10-16,48.0,918.0,21.0,118.0,13.0,10.0,21.0,1101.0,3.0,8.0,3.0,16.0,5.0,6.0
1712,1751,7807,40,Millenials,Undergraduate,1,Married,44989.0,2012-12-09,26.0,98.0,0.0,106.0,49.0,10.0,106.0,369.0,5.0,5.0,1.0,11.0,5.0,6.0
1713,1752,3878,34,Millenials,Postgraduate,1,Single,31859.0,2014-02-27,3.0,3.0,4.0,7.0,15.0,8.0,11.0,48.0,1.0,1.0,0.0,4.0,3.0,7.0
1714,1753,5092,65,Boomers,Postgraduate,1,Divorced,51569.0,2013-12-02,39.0,380.0,0.0,47.0,6.0,0.0,34.0,467.0,4.0,7.0,1.0,15.0,7.0,8.0
1715,1754,2154,43,Gen X,Undergraduate,2,Divorced,30372.0,2012-12-25,33.0,15.0,0.0,12.0,7.0,3.0,7.0,44.0,3.0,2.0,0.0,5.0,3.0,7.0
1716,1755,5394,35,Millenials,Undergraduate,2,Single,16014.0,2013-03-17,42.0,3.0,9.0,4.0,7.0,8.0,7.0,38.0,4.0,1.0,1.0,6.0,4.0,3.0
1717,1756,3798,46,Gen X,Undergraduate,2,Married,41120.0,2013-06-11,80.0,24.0,2.0,23.0,0.0,8.0,24.0,81.0,3.0,2.0,1.0,6.0,3.0,6.0
1718,1757,3524,43,Gen X,Postgraduate,1,Single,39763.0,2013-04-08,9.0,80.0,1.0,60.0,4.0,6.0,16.0,167.0,2.0,5.0,1.0,8.0,2.0,9.0
1719,1758,5247,59,Boomers,Postgraduate,2,Married,38725.0,2014-10-05,52.0,31.0,0.0,6.0,2.0,1.0,5.0,45.0,2.0,1.0,0.0,5.0,4.0,4.0
1720,1759,5883,42,Gen X,Undergraduate,1,Married,77981.0,2013-05-26,78.0,138.0,120.0,204.0,16.0,126.0,60.0,664.0,3.0,7.0,4.0,18.0,7.0,5.0
1721,1760,2118,50,Gen X,Postgraduate,1,Married,62905.0,2013-10-09,68.0,166.0,75.0,96.0,119.0,107.0,59.0,622.0,3.0,7.0,2.0,17.0,8.0,4.0
1722,1762,6616,39,Millenials,Undergraduate,1,Married,59481.0,2013-10-23,47.0,178.0,3.0,85.0,71.0,66.0,58.0,461.0,2.0,3.0,3.0,14.0,8.0,2.0
1723,1763,2797,37,Millenials,Undergraduate,1,Married,72117.0,2013-08-20,34.0,707.0,20.0,171.0,65.0,60.0,50.0,1073.0,1.0,9.0,7.0,25.0,9.0,5.0
1724,1764,4328,28,Millenials,Postgraduate,1,Married,21955.0,2013-07-09,81.0,5.0,1.0,7.0,17.0,14.0,11.0,55.0,2.0,2.0,1.0,6.0,3.0,6.0
1725,1765,9167,58,Boomers,Undergraduate,1,Married,67131.0,2013-03-26,72.0,465.0,71.0,250.0,93.0,35.0,62.0,976.0,3.0,9.0,2.0,23.0,12.0,6.0
1726,1766,10560,34,Millenials,Postgraduate,1,Single,36802.0,2014-06-16,23.0,16.0,1.0,2.0,0.0,0.0,1.0,20.0,1.0,1.0,0.0,4.0,3.0,5.0
1727,1767,2631,32,Millenials,Undergraduate,0,Married,71853.0,2013-08-05,29.0,358.0,108.0,413.0,141.0,97.0,32.0,1149.0,1.0,2.0,8.0,16.0,6.0,1.0
1728,1768,8312,53,Gen X,Undergraduate,0,Married,28249.0,2014-06-15,80.0,1.0,9.0,7.0,2.0,14.0,10.0,43.0,1.0,2.0,0.0,5.0,3.0,6.0
1729,1769,5534,39,Millenials,Postgraduate,1,Married,47808.0,2013-10-20,30.0,123.0,1.0,26.0,2.0,0.0,72.0,224.0,2.0,3.0,2.0,8.0,3.0,7.0
1730,1770,5093,40,Millenials,Postgraduate,1,Divorced,25509.0,2012-09-18,15.0,40.0,3.0,30.0,10.0,7.0,11.0,101.0,3.0,3.0,0.0,6.0,3.0,9.0
1731,1771,7592,68,Boomers,Postgraduate,0,Married,51012.0,2013-04-18,86.0,102.0,9.0,63.0,2.0,9.0,24.0,209.0,1.0,4.0,1.0,9.0,4.0,6.0
1732,1772,8895,29,Millenials,Undergraduate,0,Single,70596.0,2012-05-10,68.0,347.0,44.0,534.0,17.0,0.0,26.0,968.0,1.0,3.0,5.0,20.0,12.0,2.0
1733,1773,8584,62,Boomers,Postgraduate,0,Married,85431.0,2013-08-06,54.0,376.0,53.0,462.0,168.0,53.0,53.0,1165.0,1.0,2.0,7.0,16.0,7.0,0.0
1734,1774,2694,47,Gen X,Undergraduate,1,Married,42664.0,2014-03-18,44.0,21.0,0.0,3.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,4.0,3.0,6.0
1735,1775,8910,59,Boomers,Undergraduate,2,Married,42586.0,2012-10-29,7.0,194.0,2.0,56.0,0.0,0.0,0.0,252.0,5.0,4.0,1.0,11.0,6.0,8.0
1736,1776,7433,29,Millenials,Undergraduate,1,Single,29760.0,2012-08-29,87.0,64.0,4.0,68.0,7.0,5.0,17.0,165.0,4.0,3.0,1.0,8.0,4.0,8.0
1737,1777,164,37,Millenials,Postgraduate,0,Married,28973.0,2012-10-13,59.0,206.0,0.0,46.0,3.0,2.0,12.0,269.0,2.0,5.0,1.0,11.0,5.0,8.0
1738,1778,10477,41,Millenials,Postgraduate,1,Married,39435.0,2013-06-08,16.0,71.0,0.0,18.0,0.0,0.0,13.0,102.0,1.0,3.0,1.0,6.0,2.0,7.0
1739,1779,2681,30,Millenials,Postgraduate,0,Married,65370.0,2013-01-08,1.0,71.0,22.0,112.0,138.0,89.0,29.0,461.0,1.0,2.0,3.0,18.0,13.0,1.0
1740,1780,5150,35,Millenials,Undergraduate,1,Single,20194.0,2012-12-17,64.0,0.0,4.0,7.0,11.0,10.0,15.0,47.0,2.0,2.0,0.0,5.0,3.0,6.0
1741,1781,5283,38,Millenials,Postgraduate,2,Single,42473.0,2014-02-17,72.0,93.0,1.0,21.0,0.0,4.0,25.0,144.0,3.0,2.0,1.0,7.0,4.0,5.0
1742,1782,9645,46,Gen X,Undergraduate,0,Married,64590.0,2012-10-14,98.0,920.0,138.0,168.0,36.0,46.0,30.0,1338.0,1.0,9.0,4.0,23.0,10.0,6.0
1743,1783,10678,55,Gen X,Undergraduate,1,Married,71232.0,2013-11-28,91.0,653.0,17.0,170.0,34.0,26.0,17.0,917.0,2.0,11.0,2.0,23.0,10.0,7.0
1744,1784,7261,43,Gen X,Undergraduate,2,Married,34600.0,2013-01-01,8.0,199.0,33.0,60.0,8.0,3.0,15.0,318.0,5.0,5.0,2.0,12.0,5.0,8.0
1745,1785,9648,47,Gen X,Undergraduate,2,Single,46904.0,2012-03-11,20.0,153.0,4.0,56.0,0.0,9.0,31.0,253.0,4.0,5.0,1.0,10.0,4.0,8.0
1746,1786,2870,41,Millenials,Undergraduate,1,Married,49094.0,2012-09-21,6.0,376.0,0.0,38.0,11.0,8.0,69.0,502.0,5.0,6.0,3.0,15.0,6.0,6.0
1747,1787,8008,31,Millenials,Undergraduate,1,Married,36075.0,2013-09-12,54.0,46.0,0.0,30.0,12.0,1.0,30.0,119.0,1.0,2.0,0.0,6.0,4.0,6.0
1748,1788,1513,35,Millenials,Postgraduate,2,Married,60839.0,2012-08-28,72.0,600.0,21.0,128.0,223.0,150.0,128.0,1250.0,13.0,2.0,2.0,16.0,12.0,8.0
1749,1789,6173,35,Millenials,Undergraduate,1,Married,77298.0,2013-02-11,46.0,425.0,115.0,292.0,23.0,35.0,79.0,969.0,1.0,6.0,6.0,23.0,11.0,3.0
1750,1790,1419,64,Boomers,Undergraduate,2,Married,34026.0,2013-05-08,11.0,18.0,6.0,15.0,12.0,8.0,17.0,76.0,3.0,2.0,1.0,6.0,3.0,5.0
1751,1791,9150,51,Gen X,Postgraduate,2,Single,48918.0,2014-12-04,21.0,52.0,0.0,9.0,0.0,0.0,1.0,62.0,2.0,1.0,0.0,5.0,4.0,4.0
1752,1792,7960,52,Gen X,Postgraduate,0,Married,82122.0,2013-08-15,89.0,734.0,22.0,350.0,151.0,25.0,100.0,1382.0,1.0,3.0,9.0,25.0,13.0,1.0
1753,1793,1250,38,Millenials,Undergraduate,1,Single,37697.0,2014-07-02,82.0,34.0,6.0,21.0,11.0,4.0,8.0,84.0,1.0,2.0,1.0,6.0,3.0,6.0
1754,1794,9905,62,Boomers,Undergraduate,2,Married,34074.0,2013-07-13,69.0,135.0,1.0,41.0,10.0,1.0,67.0,255.0,5.0,3.0,3.0,9.0,3.0,6.0
1755,1795,10691,54,Gen X,Postgraduate,2,Married,28520.0,2013-06-14,55.0,11.0,0.0,10.0,0.0,2.0,20.0,43.0,1.0,1.0,1.0,4.0,2.0,6.0
1756,1796,7002,59,Boomers,Undergraduate,1,Single,62535.0,2013-03-10,13.0,163.0,48.0,90.0,0.0,45.0,52.0,398.0,1.0,3.0,2.0,13.0,8.0,3.0
1757,1797,2952,37,Millenials,Postgraduate,1,Single,36273.0,2014-04-16,80.0,29.0,3.0,30.0,3.0,2.0,9.0,76.0,2.0,3.0,0.0,6.0,3.0,6.0
1758,1798,8439,50,Gen X,Undergraduate,2,Married,63404.0,2014-06-06,97.0,734.0,26.0,70.0,11.0,44.0,17.0,902.0,2.0,6.0,3.0,13.0,4.0,4.0
1759,1799,762,33,Millenials,Postgraduate,1,Married,75774.0,2014-02-05,27.0,340.0,21.0,134.0,258.0,14.0,56.0,823.0,1.0,7.0,5.0,20.0,8.0,4.0
1760,1800,2831,38,Millenials,Undergraduate,1,Married,78416.0,2014-06-27,99.0,453.0,38.0,279.0,188.0,38.0,183.0,1179.0,2.0,7.0,7.0,24.0,10.0,3.0
1761,1801,6977,40,Millenials,Undergraduate,1,Married,75702.0,2012-10-14,87.0,1073.0,0.0,629.0,145.0,37.0,37.0,1921.0,1.0,10.0,5.0,28.0,13.0,6.0
1762,1802,6289,63,Boomers,Postgraduate,2,Married,59385.0,2013-04-28,85.0,135.0,0.0,10.0,0.0,4.0,36.0,185.0,2.0,3.0,1.0,8.0,4.0,5.0
1763,1803,4168,48,Gen X,Undergraduate,2,Single,37070.0,2013-03-20,30.0,231.0,7.0,137.0,4.0,15.0,39.0,433.0,9.0,5.0,1.0,14.0,8.0,7.0
1764,1804,8397,63,Boomers,Undergraduate,2,Married,44689.0,2014-10-01,82.0,18.0,0.0,5.0,0.0,0.0,11.0,34.0,2.0,1.0,1.0,4.0,2.0,7.0
1765,1805,9284,56,Gen X,Undergraduate,1,Married,53977.0,2013-08-06,21.0,620.0,16.0,165.0,0.0,24.0,82.0,907.0,5.0,5.0,5.0,22.0,12.0,5.0
1766,1807,3130,50,Gen X,Undergraduate,2,Single,18701.0,2013-04-06,95.0,12.0,4.0,2.0,10.0,6.0,10.0,44.0,4.0,2.0,0.0,6.0,4.0,5.0
1767,1808,1619,58,Boomers,Undergraduate,0,Married,90369.0,2014-04-28,2.0,292.0,51.0,981.0,224.0,23.0,17.0,1588.0,1.0,4.0,6.0,16.0,6.0,1.0
1768,1809,1990,40,Millenials,Postgraduate,0,Single,63159.0,2012-05-11,74.0,965.0,34.0,586.0,89.0,86.0,37.0,1797.0,1.0,3.0,5.0,16.0,8.0,3.0
1769,1810,5513,48,Gen X,Undergraduate,2,Married,37758.0,2012-04-10,49.0,27.0,2.0,10.0,0.0,0.0,1.0,40.0,2.0,1.0,0.0,4.0,3.0,8.0
1770,1811,269,51,Gen X,Postgraduate,1,Single,46757.0,2012-11-16,71.0,777.0,30.0,163.0,0.0,51.0,122.0,1143.0,6.0,4.0,4.0,15.0,7.0,9.0
1771,1812,8093,45,Gen X,Postgraduate,0,Married,79734.0,2014-06-28,72.0,572.0,8.0,232.0,23.0,62.0,17.0,914.0,1.0,4.0,3.0,13.0,6.0,1.0
1772,1813,10513,22,Gen Z,Undergraduate,0,Married,63207.0,2013-01-20,68.0,438.0,169.0,565.0,91.0,169.0,70.0,1502.0,1.0,2.0,3.0,11.0,6.0,7.0
1773,1814,10177,60,Boomers,Undergraduate,1,Divorced,72071.0,2013-02-14,4.0,531.0,69.0,300.0,150.0,138.0,150.0,1338.0,3.0,5.0,4.0,17.0,8.0,2.0
1774,1815,2549,31,Millenials,Postgraduate,1,Married,21840.0,2013-07-21,80.0,17.0,0.0,9.0,0.0,0.0,1.0,27.0,1.0,1.0,0.0,4.0,3.0,9.0
1775,1816,5782,32,Millenials,Postgraduate,1,Married,58582.0,2013-09-28,15.0,402.0,35.0,106.0,101.0,77.0,42.0,763.0,2.0,9.0,2.0,20.0,9.0,5.0
1776,1817,10057,63,Boomers,Undergraduate,0,Single,72282.0,2013-07-19,70.0,503.0,27.0,419.0,90.0,139.0,153.0,1331.0,1.0,5.0,7.0,21.0,9.0,7.0
1777,1818,10307,58,Boomers,Undergraduate,2,Married,50387.0,2013-08-31,91.0,369.0,9.0,87.0,12.0,14.0,34.0,525.0,3.0,6.0,2.0,16.0,8.0,5.0
1778,1819,8566,53,Gen X,Postgraduate,2,Married,32583.0,2014-06-15,10.0,5.0,0.0,3.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,3.0,2.0,7.0
1779,1820,2415,52,Gen X,Undergraduate,1,Married,62568.0,2014-07-04,99.0,362.0,17.0,398.0,80.0,35.0,61.0,953.0,3.0,5.0,3.0,13.0,5.0,4.0
1780,1821,5684,43,Gen X,Postgraduate,2,Divorced,44635.0,2013-11-10,25.0,56.0,0.0,9.0,0.0,0.0,3.0,68.0,2.0,2.0,0.0,5.0,3.0,7.0
1781,1822,8334,43,Gen X,Postgraduate,2,Single,33316.0,2013-04-10,34.0,79.0,1.0,31.0,4.0,4.0,12.0,131.0,3.0,2.0,1.0,7.0,4.0,6.0
1782,1823,9166,46,Gen X,Undergraduate,1,Married,63967.0,2013-09-08,57.0,387.0,84.0,141.0,73.0,35.0,162.0,882.0,3.0,4.0,4.0,20.0,12.0,2.0
1783,1824,1440,36,Millenials,Postgraduate,0,Married,52513.0,2012-04-09,84.0,367.0,17.0,241.0,104.0,188.0,232.0,1149.0,2.0,9.0,5.0,23.0,9.0,7.0
1784,1825,78,45,Gen X,Undergraduate,1,Married,25293.0,2013-09-15,51.0,15.0,0.0,11.0,0.0,2.0,9.0,37.0,1.0,1.0,1.0,4.0,2.0,8.0
1785,1826,5441,49,Gen X,Postgraduate,1,Divorced,54111.0,2013-08-25,97.0,267.0,6.0,54.0,8.0,3.0,50.0,388.0,2.0,5.0,2.0,13.0,6.0,5.0
1786,1827,5302,28,Millenials,Undergraduate,0,Married,78394.0,2013-02-15,13.0,298.0,27.0,697.0,216.0,24.0,166.0,1428.0,1.0,4.0,6.0,15.0,5.0,2.0
1787,1828,4687,56,Gen X,Postgraduate,0,Married,80739.0,2013-05-23,92.0,674.0,92.0,736.0,39.0,0.0,92.0,1633.0,1.0,3.0,11.0,23.0,9.0,1.0
1788,1829,1087,39,Millenials,Postgraduate,1,Married,22669.0,2013-05-22,30.0,16.0,14.0,36.0,37.0,22.0,48.0,173.0,3.0,4.0,1.0,7.0,2.0,9.0
1789,1830,6859,27,Millenials,Undergraduate,1,Single,29236.0,2013-08-10,30.0,37.0,4.0,24.0,16.0,9.0,9.0,99.0,2.0,4.0,0.0,7.0,3.0,9.0
1790,1831,9860,55,Gen X,Undergraduate,1,Married,44911.0,2013-03-15,11.0,159.0,0.0,22.0,2.0,1.0,31.0,215.0,3.0,4.0,1.0,9.0,4.0,7.0
1791,1832,7129,52,Gen X,Postgraduate,1,Married,54693.0,2013-02-17,72.0,686.0,17.0,142.0,23.0,26.0,35.0,929.0,8.0,6.0,4.0,23.0,13.0,6.0
1792,1833,5866,40,Millenials,Undergraduate,1,Married,48186.0,2014-03-20,39.0,97.0,3.0,66.0,12.0,7.0,34.0,219.0,3.0,4.0,1.0,9.0,4.0,7.0
1793,1834,10521,37,Millenials,Undergraduate,2,Married,54809.0,2013-11-09,0.0,63.0,6.0,57.0,13.0,13.0,22.0,174.0,4.0,2.0,1.0,8.0,5.0,4.0
1794,1835,7393,36,Millenials,Undergraduate,2,Married,41580.0,2012-10-12,15.0,56.0,5.0,24.0,4.0,0.0,3.0,92.0,3.0,2.0,1.0,6.0,3.0,5.0
1795,1836,7849,44,Gen X,Postgraduate,0,Married,80336.0,2013-09-09,12.0,209.0,19.0,456.0,160.0,142.0,66.0,1052.0,1.0,2.0,9.0,24.0,13.0,1.0
1796,1837,332,57,Gen X,Undergraduate,1,Married,47743.0,2013-03-22,56.0,198.0,2.0,43.0,0.0,12.0,20.0,275.0,3.0,4.0,1.0,11.0,6.0,6.0
1797,1838,9847,59,Boomers,Postgraduate,1,Married,62972.0,2012-03-08,39.0,313.0,15.0,47.0,20.0,0.0,192.0,587.0,2.0,7.0,4.0,14.0,3.0,6.0
1798,1839,531,60,Boomers,Postgraduate,1,Divorced,57333.0,2012-09-22,55.0,941.0,14.0,397.0,76.0,58.0,176.0,1662.0,11.0,8.0,5.0,22.0,9.0,6.0
1799,1840,9576,32,Millenials,Postgraduate,1,Married,32313.0,2013-11-02,60.0,86.0,4.0,56.0,2.0,4.0,7.0,159.0,3.0,4.0,0.0,8.0,4.0,9.0
1800,1841,6906,61,Boomers,Postgraduate,0,Divorced,84953.0,2013-03-06,73.0,167.0,48.0,602.0,63.0,72.0,72.0,1024.0,1.0,3.0,10.0,17.0,4.0,2.0
1801,1842,7419,46,Gen X,Postgraduate,1,Divorced,27071.0,2014-04-23,90.0,8.0,3.0,19.0,0.0,2.0,3.0,35.0,2.0,2.0,0.0,5.0,3.0,6.0
1802,1843,3170,57,Gen X,Postgraduate,0,Married,68148.0,2013-08-31,86.0,389.0,66.0,408.0,37.0,57.0,85.0,1042.0,1.0,4.0,4.0,14.0,6.0,2.0
1803,1844,8527,49,Gen X,Postgraduate,2,Married,65735.0,2013-07-12,37.0,239.0,7.0,119.0,4.0,15.0,11.0,395.0,5.0,6.0,2.0,14.0,6.0,7.0
1804,1845,7872,39,Millenials,Postgraduate,0,Married,86836.0,2012-12-09,7.0,179.0,21.0,273.0,0.0,21.0,63.0,557.0,1.0,6.0,10.0,22.0,6.0,5.0
1805,1847,10595,24,Gen Z,Undergraduate,0,Married,30093.0,2013-08-07,19.0,2.0,6.0,28.0,13.0,4.0,16.0,69.0,1.0,2.0,0.0,5.0,3.0,7.0
1806,1848,4609,48,Gen X,Postgraduate,1,Married,57705.0,2014-11-01,14.0,383.0,0.0,53.0,6.0,4.0,40.0,486.0,3.0,8.0,1.0,15.0,6.0,6.0
1807,1849,5010,26,Millenials,Undergraduate,1,Single,25008.0,2014-02-02,72.0,2.0,8.0,8.0,6.0,1.0,9.0,34.0,2.0,1.0,0.0,4.0,3.0,8.0
1808,1850,4427,19,Gen Z,Postgraduate,0,Single,83257.0,2012-09-18,56.0,536.0,27.0,590.0,38.0,107.0,67.0,1365.0,1.0,5.0,10.0,27.0,12.0,6.0
1809,1851,11148,39,Millenials,Undergraduate,1,Married,22280.0,2013-05-19,85.0,2.0,1.0,4.0,3.0,1.0,2.0,13.0,1.0,1.0,0.0,3.0,2.0,8.0
1810,1852,1168,36,Millenials,Postgraduate,0,Married,72159.0,2012-10-29,62.0,322.0,53.0,899.0,34.0,40.0,53.0,1401.0,1.0,4.0,6.0,20.0,10.0,2.0
1811,1853,9595,53,Gen X,Undergraduate,0,Married,64260.0,2013-11-01,1.0,539.0,169.0,816.0,20.0,0.0,30.0,1574.0,1.0,4.0,5.0,13.0,4.0,3.0
1812,1854,10163,30,Millenials,Postgraduate,0,Single,82733.0,2013-10-09,28.0,712.0,50.0,420.0,65.0,38.0,38.0,1323.0,1.0,8.0,4.0,19.0,7.0,4.0
1813,1855,2886,43,Gen X,Postgraduate,1,Divorced,74290.0,2013-12-08,70.0,1121.0,0.0,72.0,0.0,12.0,12.0,1217.0,4.0,10.0,8.0,28.0,10.0,6.0
1814,1856,6710,63,Boomers,Postgraduate,3,Single,58217.0,2012-11-17,84.0,68.0,1.0,13.0,3.0,5.0,13.0,103.0,1.0,2.0,0.0,6.0,4.0,6.0
1815,1857,5316,38,Millenials,Postgraduate,0,Married,21024.0,2013-04-07,89.0,36.0,4.0,18.0,6.0,2.0,18.0,84.0,1.0,2.0,0.0,6.0,4.0,7.0
1816,1858,9029,42,Gen X,Postgraduate,0,Married,70116.0,2013-01-26,73.0,707.0,44.0,603.0,95.0,58.0,29.0,1536.0,1.0,2.0,8.0,22.0,12.0,1.0
1817,1859,521,29,Millenials,Undergraduate,1,Married,54006.0,2012-09-18,42.0,174.0,77.0,203.0,6.0,24.0,97.0,581.0,2.0,8.0,1.0,16.0,7.0,7.0
1818,1860,1459,48,Gen X,Postgraduate,1,Married,69063.0,2012-07-11,16.0,666.0,35.0,124.0,69.0,8.0,26.0,928.0,1.0,5.0,3.0,13.0,5.0,3.0
1819,1862,1630,35,Millenials,Undergraduate,1,Single,61825.0,2013-07-08,56.0,162.0,50.0,100.0,55.0,30.0,27.0,424.0,1.0,4.0,2.0,14.0,8.0,4.0
1820,1863,3254,43,Gen X,Undergraduate,1,Married,70886.0,2013-10-14,65.0,407.0,70.0,239.0,103.0,88.0,53.0,960.0,1.0,5.0,4.0,13.0,4.0,2.0
1821,1864,9064,32,Millenials,Undergraduate,0,Married,69109.0,2012-09-11,10.0,823.0,25.0,459.0,124.0,29.0,95.0,1555.0,1.0,6.0,6.0,19.0,7.0,4.0
1822,1865,3678,41,Millenials,Undergraduate,2,Divorced,60208.0,2012-07-10,13.0,488.0,23.0,71.0,15.0,0.0,59.0,656.0,11.0,8.0,3.0,18.0,7.0,7.0
1823,1866,4227,46,Gen X,Postgraduate,2,Married,32889.0,2013-06-09,78.0,28.0,0.0,13.0,4.0,2.0,8.0,55.0,3.0,2.0,1.0,6.0,3.0,5.0
1824,1867,9467,30,Millenials,Undergraduate,1,Single,34738.0,2014-11-05,51.0,3.0,2.0,10.0,3.0,0.0,2.0,20.0,1.0,1.0,0.0,4.0,3.0,6.0
1825,1868,8486,43,Gen X,Postgraduate,1,Married,30538.0,2012-01-10,27.0,284.0,0.0,52.0,8.0,3.0,20.0,367.0,4.0,9.0,0.0,13.0,4.0,10.0
1826,1869,2186,37,Millenials,Postgraduate,0,Married,82326.0,2014-10-03,30.0,938.0,142.0,754.0,159.0,81.0,183.0,2257.0,1.0,5.0,10.0,21.0,6.0,2.0
1827,1870,3286,47,Gen X,Postgraduate,1,Divorced,26642.0,2014-01-03,71.0,13.0,2.0,15.0,2.0,2.0,8.0,42.0,2.0,2.0,0.0,5.0,3.0,6.0
1828,1871,8602,50,Gen X,Undergraduate,1,Divorced,69932.0,2013-12-06,97.0,412.0,172.0,153.0,150.0,105.0,57.0,1049.0,2.0,7.0,6.0,24.0,11.0,4.0
1829,1872,3722,42,Gen X,Undergraduate,2,Single,44503.0,2014-04-16,83.0,31.0,1.0,8.0,0.0,0.0,8.0,48.0,2.0,2.0,0.0,5.0,3.0,6.0
1830,1873,6715,66,Boomers,Postgraduate,1,Single,60200.0,2013-02-01,3.0,502.0,19.0,132.0,0.0,6.0,26.0,685.0,6.0,6.0,2.0,19.0,11.0,6.0
1831,1874,4796,62,Boomers,Undergraduate,1,Divorced,49638.0,2014-04-19,71.0,18.0,10.0,3.0,3.0,5.0,0.0,39.0,1.0,1.0,0.0,4.0,3.0,2.0
1832,1875,9612,27,Millenials,Postgraduate,0,Single,23830.0,2014-07-02,3.0,1.0,8.0,6.0,4.0,8.0,16.0,43.0,1.0,1.0,0.0,4.0,3.0,7.0
1833,1876,3766,55,Gen X,Postgraduate,0,Divorced,33051.0,2012-08-16,15.0,100.0,71.0,243.0,108.0,94.0,219.0,835.0,3.0,9.0,1.0,18.0,8.0,9.0
1834,1877,1399,56,Gen X,Undergraduate,0,Married,72905.0,2014-01-21,52.0,407.0,114.0,445.0,181.0,165.0,203.0,1515.0,1.0,3.0,7.0,19.0,9.0,1.0
1835,1878,1570,63,Boomers,Postgraduate,1,Married,69702.0,2013-02-19,8.0,664.0,9.0,240.0,50.0,19.0,57.0,1039.0,2.0,7.0,7.0,24.0,10.0,4.0
1836,1879,3426,39,Millenials,Undergraduate,1,Divorced,70300.0,2013-07-15,89.0,1045.0,61.0,338.0,60.0,46.0,46.0,1596.0,3.0,5.0,5.0,23.0,13.0,8.0
1837,1880,3074,30,Millenials,Postgraduate,0,Married,70643.0,2012-10-15,66.0,1218.0,107.0,304.0,23.0,143.0,33.0,1828.0,1.0,5.0,8.0,17.0,4.0,6.0
1838,1881,8341,45,Gen X,Postgraduate,1,Married,30396.0,2014-04-30,22.0,15.0,0.0,6.0,0.0,1.0,12.0,34.0,2.0,1.0,1.0,4.0,2.0,7.0
1839,1882,5180,46,Gen X,Postgraduate,1,Divorced,50616.0,2014-04-18,56.0,128.0,0.0,16.0,0.0,1.0,4.0,149.0,2.0,4.0,0.0,8.0,4.0,7.0
